Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SCMS_60359,Chennai,Burundi,Air,Medical Supplies,47.0,0.5,3823,AIR_CARGO,91.41,Off_Peak,Carrier_B,3,63139
SCMS_60401,Chennai,Tanzania,Air,Medical Supplies,3349.0,18.61,4900,AIR_CARGO,90.93,Peak,Carrier_D,4,1941493
SCMS_60450,Mumbai,Kenya,Air,Medical Supplies,1489.0,8.27,5200,AIR_CARGO,91.03,Peak,Carrier_D,4,1252666
SCMS_60489,Mumbai,Ethiopia,Air,Medical Supplies,238.0,1.32,4100,AIR_CARGO,94.36,Off_Peak,Carrier_B,3,167698
SCMS_60502,Hyderabad,South Africa,Sea,Pharmaceuticals,7397.0,21.13,7900,20FT,86.09,Normal,Carrier_A,13,759343
SCMS_60545,Hyderabad,Botswana,Air,Pharmaceuticals,3989.0,22.16,7300,AIR_CARGO,88.85,Off_Peak,Carrier_E,6,1702038
SCMS_60547,Los Angeles,Ethiopia,Air,Medical Supplies,8.0,0.5,4100,AIR_CARGO,98.15,Peak,Carrier_B,3,27191
SCMS_60690,Hyderabad,Haiti,Air,Pharmaceuticals,353.0,1.96,13500,AIR_CARGO,107.63,Off_Peak,Carrier_A,11,365213
SCMS_60702,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,678.0,3.77,5173,AIR_CARGO,105.8,Off_Peak,Carrier_B,4,797647
SCMS_60778,Hyderabad,Tanzania,Air,Pharmaceuticals,2039.0,11.33,4900,AIR_CARGO,86.76,Off_Peak,Carrier_D,4,791527
SCMS_60811,Los Angeles,Uganda,Air,Pharmaceuticals,53.0,0.5,5400,AIR_CARGO,103.55,Off_Peak,Carrier_C,4,61047
SCMS_60812,Mumbai,Haiti,Air,Pharmaceuticals,54.0,0.5,13500,AIR_CARGO,101.28,Off_Peak,Carrier_B,11,24998
SCMS_60818,Hamburg,Tanzania,Air,Pharmaceuticals,309.0,1.72,4900,AIR_CARGO,108.0,Peak,Carrier_C,4,205471
SCMS_60840,Mumbai,South Africa,Sea,Pharmaceuticals,15475.0,44.21,7900,40FT_HC,102.85,Off_Peak,Carrier_C,13,1265673
SCMS_60937,Los Angeles,Zambia,Air,Medical Supplies,1290.0,7.17,6500,AIR_CARGO,96.12,Off_Peak,Carrier_D,5,1249322
SCMS_60966,Los Angeles,Liberia,Air,Medical Supplies,332.0,1.84,6988,AIR_CARGO,88.7,Off_Peak,Carrier_D,5,753221
SCMS_61009,Mumbai,South Africa,Air,Pharmaceuticals,4440.0,24.67,7900,AIR_CARGO,95.45,Off_Peak,Carrier_A,6,283045
SCMS_61090,Hamburg,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,800.0,4.44,9135,AIR_CARGO,95.11,Peak,Carrier_C,7,458787
SCMS_61111,Chennai,Uganda,Air,Pharmaceuticals,119.0,0.66,5400,AIR_CARGO,96.54,Normal,Carrier_C,4,79578
SCMS_61190,Mumbai,Vietnam,Air,Pharmaceuticals,5495.0,30.53,3800,AIR_CARGO,89.08,Peak,Carrier_E,3,2014703
SCMS_61191,Hyderabad,Haiti,Air,Pharmaceuticals,173.0,0.96,13500,AIR_CARGO,105.29,Peak,Carrier_A,11,113159
SCMS_61271,Mumbai,Uganda,Air,Pharmaceuticals,2385.0,13.25,5400,AIR_CARGO,95.78,Off_Peak,Carrier_A,4,939418
SCMS_61282,Hyderabad,Ghana,Air,Pharmaceuticals,4656.0,25.87,8100,AIR_CARGO,94.62,Off_Peak,Carrier_D,6,2717166
SCMS_61286,Los Angeles,Nigeria,Air,Medical Supplies,1249.0,6.94,7800,AIR_CARGO,88.44,Normal,Carrier_D,6,1817513
SCMS_61306,Los Angeles,Zambia,Air,Medical Supplies,1224.0,6.8,6500,AIR_CARGO,102.59,Peak,Carrier_B,5,1350806
SCMS_61364,Hyderabad,Zimbabwe,Sea,Pharmaceuticals,3868.0,11.05,6800,LCL,91.83,Peak,Carrier_A,11,1397329
SCMS_61403,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,429.0,2.38,7615,AIR_CARGO,103.46,Off_Peak,Carrier_D,6,391395
SCMS_61416,Mumbai,South Africa,Air,Pharmaceuticals,4457.0,24.76,7900,AIR_CARGO,106.26,Normal,Carrier_A,6,314296
SCMS_61418,Hamburg,Uganda,Air,Pharmaceuticals,86.0,0.5,5400,AIR_CARGO,97.29,Normal,Carrier_C,4,7413
SCMS_61493,Los Angeles,Dominican Republic,Air,Medical Supplies,46.0,0.5,13800,AIR_CARGO,86.59,Normal,Carrier_D,11,123113
SCMS_61501,Hyderabad,South Africa,Sea,Pharmaceuticals,13690.0,39.11,7900,40FT_HC,92.98,Normal,Carrier_A,13,1311380
SCMS_61520,Mumbai,Rwanda,Air,Pharmaceuticals,907.0,5.04,5300,AIR_CARGO,102.86,Normal,Carrier_A,4,56100
SCMS_61521,Los Angeles,Haiti,Air,Medical Supplies,714.0,3.97,13500,AIR_CARGO,100.19,Normal,Carrier_D,11,973530
SCMS_61546,Shanghai,Ethiopia,Air,Medical Supplies,13749.0,76.38,4100,AIR_CARGO,89.14,Peak,Carrier_D,3,13134182
SCMS_61550,Hyderabad,Haiti,Air,Pharmaceuticals,2082.0,11.57,13500,AIR_CARGO,92.67,Normal,Carrier_D,11,1428726
SCMS_61563,Los Angeles,Vietnam,Air,Pharmaceuticals,168.0,0.93,3800,AIR_CARGO,88.29,Normal,Carrier_C,3,352749
SCMS_61595,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,1267.0,7.04,5939,AIR_CARGO,93.54,Peak,Carrier_D,4,1095768
SCMS_61612,Hyderabad,Haiti,Air,Pharmaceuticals,132.0,0.73,13500,AIR_CARGO,94.59,Normal,Carrier_B,11,136187
SCMS_61614,Mumbai,South Africa,Sea,Pharmaceuticals,4972.0,14.21,7900,LCL,89.44,Peak,Carrier_A,13,1244658
SCMS_61623,Mumbai,Haiti,Sea,Pharmaceuticals,122.0,0.5,13500,LCL,100.48,Normal,Carrier_A,22,212193
SCMS_61659,Mumbai,South Africa,Sea,Pharmaceuticals,4868.0,13.91,7900,LCL,100.86,Normal,Carrier_A,13,527666
SCMS_61664,Los Angeles,Kenya,Air,Medical Supplies,2278.0,12.66,5200,AIR_CARGO,99.44,Normal,Carrier_D,4,2705131
SCMS_61675,Los Angeles,Zambia,Air,Medical Supplies,881.0,4.89,6500,AIR_CARGO,98.14,Peak,Carrier_D,5,1208471
SCMS_61676,Los Angeles,Sudan,Air,Medical Supplies,21.0,0.5,4609,AIR_CARGO,108.44,Off_Peak,Carrier_B,3,51179
SCMS_61715,Mumbai,Rwanda,Air,Pharmaceuticals,1514.0,8.41,5300,AIR_CARGO,93.24,Off_Peak,Carrier_A,4,523475
SCMS_61720,Los Angeles,Tanzania,Air,Medical Supplies,143.0,0.79,4900,AIR_CARGO,85.54,Peak,Carrier_D,4,216229
SCMS_61749,Mumbai,Mozambique,Air,Medical Supplies,937.0,5.21,6200,AIR_CARGO,86.08,Normal,Carrier_D,5,997037
SCMS_61754,Los Angeles,Zambia,Air,Medical Supplies,1526.0,8.48,6500,AIR_CARGO,85.56,Off_Peak,Carrier_D,5,2409524
SCMS_61783,Mumbai,Tanzania,Sea,Pharmaceuticals,8182.0,23.38,4900,20FT,99.11,Off_Peak,Carrier_D,8,673618
SCMS_61864,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,300.0,1.67,9401,AIR_CARGO,101.43,Off_Peak,Carrier_D,7,300791
SCMS_61871,Chennai,Dominican Republic,Air,Medical Supplies,28.0,0.5,13800,AIR_CARGO,93.72,Normal,Carrier_D,11,41693
SCMS_61959,Hyderabad,Uganda,Air,Pharmaceuticals,6953.0,38.63,5400,AIR_CARGO,99.77,Off_Peak,Carrier_C,4,2647368
SCMS_61980,Chennai,Haiti,Air,Pharmaceuticals,687.0,3.82,13500,AIR_CARGO,90.3,Normal,Carrier_B,11,456322
SCMS_61993,Los Angeles,Mozambique,Air,Medical Supplies,298.0,1.66,6200,AIR_CARGO,107.07,Peak,Carrier_B,5,1413502
SCMS_61998,Mumbai,Ethiopia,Air,Medical Supplies,128.0,0.71,4100,AIR_CARGO,95.38,Off_Peak,Carrier_B,3,69905
SCMS_62024,Hyderabad,Vietnam,Air,Pharmaceuticals,2446.0,13.59,3800,AIR_CARGO,93.78,Normal,Carrier_D,3,393007
SCMS_62046,Los Angeles,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,519.0,2.88,8979,AIR_CARGO,97.49,Off_Peak,Carrier_C,7,464219
SCMS_62047,Hyderabad,South Africa,Air,Pharmaceuticals,1935.0,10.75,7900,AIR_CARGO,99.89,Normal,Carrier_A,6,444734
SCMS_62079,Los Angeles,Malawi,Air,Medical Supplies,29.0,0.5,6100,AIR_CARGO,103.34,Off_Peak,Carrier_B,5,63160
SCMS_62113,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1489.0,8.27,6531,AIR_CARGO,86.82,Normal,Carrier_B,5,180443
SCMS_62116,Mumbai,Zambia,Air,Pharmaceuticals,3986.0,22.14,6500,AIR_CARGO,89.83,Peak,Carrier_A,5,1771880
SCMS_62152,Chennai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,312.0,1.73,6790,AIR_CARGO,93.08,Normal,Carrier_E,5,67365
SCMS_62173,Los Angeles,Tanzania,Air,Medical Supplies,7500.0,41.67,4900,AIR_CARGO,88.21,Normal,Carrier_D,4,1654758
SCMS_62228,Los Angeles,Nigeria,Air,Medical Supplies,4212.0,23.4,7800,AIR_CARGO,93.53,Normal,Carrier_D,6,5384572
SCMS_62235,Los Angeles,Abidjan (Cote d'Ivoire),Air,Medical Supplies,2634.0,14.63,7337,AIR_CARGO,89.67,Peak,Carrier_D,6,2653089
SCMS_62253,Los Angeles,Uganda,Air,Medical Supplies,566.0,3.14,5400,AIR_CARGO,86.16,Off_Peak,Carrier_B,4,310659
SCMS_62295,Mumbai,Haiti,Air,Pharmaceuticals,41.0,0.5,13500,AIR_CARGO,90.98,Off_Peak,Carrier_A,11,113526
SCMS_62319,Hamburg,Uganda,Air,Pharmaceuticals,127.0,0.71,5400,AIR_CARGO,103.56,Peak,Carrier_C,4,120758
SCMS_62322,Mumbai,Angola,Air,Medical Supplies,865.0,4.81,5526,AIR_CARGO,94.52,Off_Peak,Carrier_D,4,1188707
SCMS_62400,Mumbai,Rwanda,Air,Pharmaceuticals,46.0,0.5,5300,AIR_CARGO,105.82,Normal,Carrier_A,4,97229
SCMS_62403,Los Angeles,"Congo, DRC",Air,Medical Supplies,981.0,5.45,6700,AIR_CARGO,92.4,Off_Peak,Carrier_D,5,1973296
SCMS_62413,Hyderabad,Vietnam,Air,Pharmaceuticals,622.0,3.46,3800,AIR_CARGO,106.94,Normal,Carrier_E,3,105691
SCMS_62433,Los Angeles,Mozambique,Air,Medical Supplies,1650.0,9.17,6200,AIR_CARGO,107.07,Normal,Carrier_B,5,1997068
SCMS_62476,Chennai,Cameroon,Air,Medical Supplies,75.0,0.5,8456,AIR_CARGO,99.52,Normal,Carrier_B,7,121262
SCMS_62516,Hamburg,Vietnam,Air,Pharmaceuticals,1724.0,9.58,3800,AIR_CARGO,86.63,Normal,Carrier_C,3,452418
SCMS_62521,Hyderabad,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,421.0,2.34,7483,AIR_CARGO,89.59,Peak,Carrier_D,6,346773
SCMS_62555,Mumbai,Abidjan (Cote d'Ivoire),Sea,Pharmaceuticals,5734.0,16.38,4990,20FT,87.0,Peak,Carrier_A,8,2122589
SCMS_62577,Mumbai,Kenya,Air,Medical Supplies,3158.0,17.54,5200,AIR_CARGO,101.99,Normal,Carrier_D,4,2083627
SCMS_62586,Chennai,Uganda,Air,Pharmaceuticals,24.0,0.5,5400,AIR_CARGO,99.76,Peak,Carrier_E,4,28446
SCMS_62634,Mumbai,Vietnam,Air,Pharmaceuticals,2516.0,13.98,3800,AIR_CARGO,102.51,Peak,Carrier_E,3,328417
SCMS_62709,Hamburg,Vietnam,Air,Pharmaceuticals,439.0,2.44,3800,AIR_CARGO,104.94,Off_Peak,Carrier_C,3,82653
SCMS_62712,Los Angeles,Uganda,Air,Pharmaceuticals,170.0,0.94,5400,AIR_CARGO,104.76,Off_Peak,Carrier_C,4,195320
SCMS_62730,Hyderabad,South Africa,Sea,Pharmaceuticals,10832.0,30.95,7900,20FT,92.33,Peak,Carrier_B,13,886416
SCMS_62761,Hamburg,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,56.0,0.5,4993,AIR_CARGO,108.31,Normal,Carrier_C,4,148824
SCMS_62801,Hyderabad,South Africa,Sea,Pharmaceuticals,8106.0,23.16,7900,20FT,101.82,Normal,Carrier_A,13,926545
SCMS_62814,Hyderabad,Zambia,Air,Pharmaceuticals,980.0,5.44,6500,AIR_CARGO,108.15,Peak,Carrier_A,5,518994
SCMS_62879,Mumbai,Dominican Republic,Air,Pharmaceuticals,111.0,0.62,13800,AIR_CARGO,99.63,Normal,Carrier_D,11,108147
SCMS_62935,Los Angeles,Rwanda,Air,Pharmaceuticals,316.0,1.76,5300,AIR_CARGO,85.88,Off_Peak,Carrier_C,4,250483
SCMS_62942,Hamburg,Mozambique,Air,Pharmaceuticals,202.0,1.12,6200,AIR_CARGO,102.43,Normal,Carrier_B,5,188882
SCMS_62980,Hyderabad,Haiti,Sea,Pharmaceuticals,2122.0,6.06,13500,LCL,95.66,Off_Peak,Carrier_E,22,799262
SCMS_62987,Los Angeles,Malawi,Air,Medical Supplies,60.0,0.5,6100,AIR_CARGO,88.22,Off_Peak,Carrier_D,5,139584
SCMS_63064,Los Angeles,Nigeria,Air,Medical Supplies,1221.0,6.78,7800,AIR_CARGO,93.71,Off_Peak,Carrier_D,6,1714621
SCMS_63073,Mumbai,Zimbabwe,Air,Pharmaceuticals,247.0,1.37,6800,AIR_CARGO,104.48,Off_Peak,Carrier_B,5,308948
SCMS_63106,Mumbai,Cameroon,Air,Pharmaceuticals,4926.0,27.37,5443,AIR_CARGO,95.53,Peak,Carrier_A,4,3467619
SCMS_63175,Los Angeles,Rwanda,Air,Medical Supplies,88.0,0.5,5300,AIR_CARGO,90.69,Off_Peak,Carrier_B,4,344568
SCMS_63186,Mumbai,Rwanda,Air,Pharmaceuticals,62.0,0.5,5300,AIR_CARGO,100.3,Off_Peak,Carrier_A,4,91402
SCMS_63234,Mumbai,Sudan,Air,Medical Supplies,119.0,0.66,8876,AIR_CARGO,86.29,Off_Peak,Carrier_D,7,236432
SCMS_63273,Los Angeles,Tanzania,Air,Medical Supplies,1186.0,6.59,4900,AIR_CARGO,89.79,Peak,Carrier_D,4,1902194
SCMS_63289,Los Angeles,Cameroon,Air,Medical Supplies,1238.0,6.88,8003,AIR_CARGO,97.66,Peak,Carrier_D,6,3969026
SCMS_63292,Hamburg,Vietnam,Air,Pharmaceuticals,52.0,0.5,3800,AIR_CARGO,85.24,Off_Peak,Carrier_C,3,32736
SCMS_63297,Mumbai,Haiti,Sea,Pharmaceuticals,7324.0,20.93,13500,20FT,92.95,Off_Peak,Carrier_E,22,905125
SCMS_63355,Hyderabad,Ghana,Air,Pharmaceuticals,901.0,5.01,8100,AIR_CARGO,100.58,Peak,Carrier_A,6,631556
SCMS_63401,Johannesburg,Uganda,Air,Pharmaceuticals,79.0,0.5,5400,AIR_CARGO,87.76,Peak,Carrier_E,4,24303
SCMS_63409,Shanghai,Ethiopia,Air,Medical Supplies,2764.0,15.36,4100,AIR_CARGO,88.45,Peak,Carrier_D,3,3509733
SCMS_63412,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,622.0,3.46,7032,AIR_CARGO,91.04,Off_Peak,Carrier_B,5,666078
SCMS_63419,Los Angeles,Swaziland,Air,Medical Supplies,17.0,0.5,9150,AIR_CARGO,105.24,Off_Peak,Carrier_D,7,44352
SCMS_63432,Hamburg,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,4213.0,23.41,7813,AIR_CARGO,87.16,Normal,Carrier_C,6,2359836
SCMS_63438,Hyderabad,Tanzania,Air,Pharmaceuticals,11646.0,64.7,4900,AIR_CARGO,91.68,Off_Peak,Carrier_A,4,4348422
SCMS_63502,Hamburg,Haiti,Air,Pharmaceuticals,37.0,0.5,13500,AIR_CARGO,92.45,Off_Peak,Carrier_C,11,83769
SCMS_63537,Los Angeles,Nigeria,Air,Medical Supplies,2483.0,13.79,7800,AIR_CARGO,93.44,Peak,Carrier_D,6,2698633
SCMS_63561,Los Angeles,Zimbabwe,Air,Pharmaceuticals,6090.0,33.83,6800,AIR_CARGO,91.45,Peak,Carrier_C,5,3546397
SCMS_63571,Los Angeles,Tanzania,Air,Medical Supplies,82.0,0.5,4900,AIR_CARGO,98.47,Peak,Carrier_B,4,116659
SCMS_63579,Los Angeles,South Sudan,Air,Medical Supplies,41.0,0.5,6981,AIR_CARGO,93.74,Peak,Carrier_B,5,124232
SCMS_63608,Los Angeles,Kenya,Air,Medical Supplies,6568.0,36.49,5200,AIR_CARGO,88.8,Off_Peak,Carrier_B,4,3560069
SCMS_63620,Chennai,Uganda,Air,Medical Supplies,318.0,1.77,5400,AIR_CARGO,108.33,Off_Peak,Carrier_B,4,396936
SCMS_63648,Mumbai,Haiti,Air,Pharmaceuticals,7.0,0.5,13500,AIR_CARGO,102.42,Peak,Carrier_B,11,24998
SCMS_63652,Los Angeles,Tanzania,Air,Medical Supplies,1303.0,7.24,4900,AIR_CARGO,92.98,Peak,Carrier_D,4,1923747
SCMS_63697,Mumbai,South Africa,Air,Pharmaceuticals,16496.0,91.64,7900,AIR_CARGO,85.93,Normal,Carrier_C,6,2179576
SCMS_63719,Mumbai,Uganda,Air,Medical Supplies,86.0,0.5,5400,AIR_CARGO,100.06,Off_Peak,Carrier_B,4,68825
SCMS_63749,Los Angeles,Nigeria,Air,Medical Supplies,1235.0,6.86,7800,AIR_CARGO,98.2,Peak,Carrier_D,6,1153655
SCMS_63757,Los Angeles,Mozambique,Air,Medical Supplies,2862.0,15.9,6200,AIR_CARGO,89.79,Peak,Carrier_D,5,4503044
SCMS_63782,Hyderabad,South Africa,Sea,Pharmaceuticals,8826.0,25.22,7900,20FT,94.42,Peak,Carrier_B,13,655956
SCMS_63802,Mumbai,South Africa,Sea,Pharmaceuticals,4194.0,11.98,7900,LCL,90.68,Normal,Carrier_C,13,1489446
SCMS_63807,Mumbai,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,406.0,2.26,7698,AIR_CARGO,103.89,Off_Peak,Carrier_A,6,416982
SCMS_63817,Mumbai,Haiti,Sea,Pharmaceuticals,5438.0,15.54,13500,20FT,102.79,Normal,Carrier_D,22,2043699
SCMS_63826,Los Angeles,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,336.0,1.87,7453,AIR_CARGO,104.68,Normal,Carrier_C,6,336122
SCMS_63894,Mumbai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,125.0,0.69,4886,AIR_CARGO,96.35,Normal,Carrier_D,4,175298
SCMS_63939,Chennai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,50.0,0.5,6640,AIR_CARGO,89.01,Off_Peak,Carrier_B,5,97297
SCMS_63956,Mumbai,Namibia,Air,Pharmaceuticals,352.0,1.96,7600,AIR_CARGO,94.53,Off_Peak,Carrier_E,6,209413
SCMS_63998,Los Angeles,Cameroon,Air,Medical Supplies,55.0,0.5,3715,AIR_CARGO,98.0,Peak,Carrier_D,3,72985
SCMS_64003,Chennai,Abidjan (Cote d'Ivoire),Air,Medical Supplies,560.0,3.11,7019,AIR_CARGO,101.19,Off_Peak,Carrier_D,5,446545
SCMS_64004,Shanghai,Haiti,Air,Medical Supplies,261.0,1.45,13500,AIR_CARGO,89.97,Normal,Carrier_D,11,270321
SCMS_64020,Mumbai,South Africa,Sea,Pharmaceuticals,17436.0,49.82,7900,40FT_HC,92.29,Peak,Carrier_A,13,900476
SCMS_64021,Shanghai,Botswana,Air,Medical Supplies,1111.0,6.17,7300,AIR_CARGO,88.64,Peak,Carrier_D,6,736401
SCMS_64051,Chennai,Rwanda,Air,Medical Supplies,1134.0,6.3,5300,AIR_CARGO,92.26,Off_Peak,Carrier_D,4,4357460
SCMS_64087,Los Angeles,Nigeria,Air,Medical Supplies,1746.0,9.7,7800,AIR_CARGO,103.55,Off_Peak,Carrier_E,6,966886
SCMS_64108,Los Angeles,Nigeria,Air,Medical Supplies,1352.0,7.51,7800,AIR_CARGO,89.68,Peak,Carrier_D,6,2648600
SCMS_64183,Mumbai,Mozambique,Air,Pharmaceuticals,13.0,0.5,6200,AIR_CARGO,101.79,Normal,Carrier_C,5,23912
SCMS_64186,Hyderabad,Cameroon,Air,Pharmaceuticals,7912.0,43.96,4051,AIR_CARGO,98.31,Off_Peak,Carrier_E,3,5353198
SCMS_64218,Chennai,Namibia,Air,Medical Supplies,42.0,0.5,7600,AIR_CARGO,96.83,Normal,Carrier_D,6,246831
SCMS_64262,Los Angeles,Nigeria,Air,Medical Supplies,1241.0,6.89,7800,AIR_CARGO,102.49,Normal,Carrier_D,6,1775918
SCMS_64304,Los Angeles,Haiti,Air,Medical Supplies,1624.0,9.02,13500,AIR_CARGO,100.77,Normal,Carrier_D,11,1339293
SCMS_64319,Los Angeles,Nigeria,Air,Medical Supplies,1352.0,7.51,7800,AIR_CARGO,97.53,Normal,Carrier_D,6,2648600
SCMS_64329,Los Angeles,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,336.0,1.87,7950,AIR_CARGO,103.63,Peak,Carrier_C,6,496131
SCMS_64352,Los Angeles,Uganda,Air,Medical Supplies,775.0,4.31,5400,AIR_CARGO,91.45,Peak,Carrier_B,4,531345
SCMS_64363,Los Angeles,Mozambique,Air,Medical Supplies,1477.0,8.21,6200,AIR_CARGO,103.3,Normal,Carrier_D,5,2386558
SCMS_64369,Hamburg,Zimbabwe,Air,Pharmaceuticals,1065.0,5.92,6800,AIR_CARGO,87.5,Peak,Carrier_C,5,979994
SCMS_64438,Hamburg,Vietnam,Air,Pharmaceuticals,1714.0,9.52,3800,AIR_CARGO,86.93,Off_Peak,Carrier_C,3,420778
SCMS_64452,Mumbai,Haiti,Air,Pharmaceuticals,30.0,0.5,13500,AIR_CARGO,106.74,Peak,Carrier_E,11,101779
SCMS_64493,Mumbai,Kenya,Air,Medical Supplies,1247.0,6.93,5200,AIR_CARGO,96.93,Normal,Carrier_D,4,1186613
SCMS_64506,Los Angeles,Mozambique,Air,Medical Supplies,1462.0,8.12,6200,AIR_CARGO,88.31,Off_Peak,Carrier_B,5,1991031
SCMS_64545,Chennai,Nigeria,Air,Medical Supplies,1022.0,5.68,7800,AIR_CARGO,93.12,Off_Peak,Carrier_D,6,2053823
SCMS_64553,Mumbai,Rwanda,Air,Pharmaceuticals,1428.0,7.93,5300,AIR_CARGO,101.16,Peak,Carrier_A,4,781131
SCMS_64558,Hyderabad,Uganda,Air,Pharmaceuticals,5714.0,31.74,5400,AIR_CARGO,102.85,Peak,Carrier_A,4,1759862
SCMS_64588,Los Angeles,Abidjan (Cote d'Ivoire),Air,Pharmaceuticals,1299.0,7.22,8742,AIR_CARGO,90.97,Peak,Carrier_C,7,835262
SCMS_64589,Hyderabad,Uganda,Air,Pharmaceuticals,9.0,0.5,5400,AIR_CARGO,101.5,Peak,Carrier_A,4,88454
SCMS_64594,Los Angeles,Haiti,Air,Pharmaceuticals,708.0,3.93,13500,AIR_CARGO,101.75,Normal,Carrier_C,11,295525
SCMS_64603,Los Angeles,"Congo, DRC",Air,Medical Supplies,1581.0,8.78,6700,AIR_CARGO,92.36,Off_Peak,Carrier_D,5,3531249
SCMS_64615,Hamburg,Uganda,Air,Pharmaceuticals,103.0,0.57,5400,AIR_CARGO,103.4,Normal,Carrier_C,4,120102
SCMS_64635,Hyderabad,Haiti,Sea,Pharmaceuticals,8351.0,23.86,13500,20FT,92.94,Peak,Carrier_E,22,586751
SCMS_64664,Mumbai,South Africa,Sea,Pharmaceuticals,12.0,0.5,7900,LCL,96.59,Peak,Carrier_A,13,13837
SCMS_64685,Mumbai,Guyana,Air,Medical Supplies,7.0,0.5,14200,AIR_CARGO,99.77,Off_Peak,Carrier_B,11,11206
SCMS_64709,Mumbai,Haiti,Air,Pharmaceuticals,7.0,0.5,13500,AIR_CARGO,106.39,Peak,Carrier_B,11,24998
SCMS_64724,Mumbai,Uganda,Air,Medical Supplies,740.0,4.11,5400,AIR_CARGO,101.48,Normal,Carrier_B,4,492925
SCMS_64757,Mumbai,Haiti,Sea,Pharmaceuticals,5986.0,17.1,13500,20FT,103.99,Normal,Carrier_E,22,219769
SCMS_64824,Mumbai,Nigeria,Air,Pharmaceuticals,1400.0,7.78,7800,AIR_CARGO,94.59,Normal,Carrier_B,6,1011376
SCMS_64850,Mumbai,South Africa,Air,Pharmaceuticals,5437.0,30.21,7900,AIR_CARGO,102.55,Off_Peak,Carrier_C,6,793475
SCMS_64864,Chennai,Ethiopia,Air,Medical Supplies,112.0,0.62,4100,AIR_CARGO,92.42,Normal,Carrier_B,3,121946
SCMS_64904,Los Angeles,Nigeria,Air,Medical Supplies,1186.0,6.59,7800,AIR_CARGO,101.48,Off_Peak,Carrier_D,6,2148724
SCMS_64936,Hamburg,Vietnam,Air,Pharmaceuticals,826.0,4.59,3800,AIR_CARGO,92.8,Peak,Carrier_C,3,285824
SCMS_64946,Hyderabad,Ghana,Air,Pharmaceuticals,437.0,2.43,8100,AIR_CARGO,106.25,Off_Peak,Carrier_D,6,401670
SCMS_64989,Los Angeles,South Sudan,Air,Medical Supplies,40.0,0.5,7425,AIR_CARGO,88.99,Off_Peak,Carrier_B,6,121792
SCMS_64995,Los Angeles,Nigeria,Air,Medical Supplies,3787.0,21.04,7800,AIR_CARGO,89.03,Off_Peak,Carrier_D,6,5313118
SCMS_65005,Hamburg,Rwanda,Air,Pharmaceuticals,150.0,0.83,5300,AIR_CARGO,92.55,Off_Peak,Carrier_C,4,231230
SCMS_65049,Mumbai,Haiti,Air,Pharmaceuticals,183.0,1.02,13500,AIR_CARGO,97.41,Off_Peak,Carrier_A,11,208485
SCMS_65050,Los Angeles,Nigeria,Air,Medical Supplies,1249.0,6.94,7800,AIR_CARGO,87.27,Normal,Carrier_D,6,1784791
SCMS_65081,Hyderabad,Vietnam,Air,Pharmaceuticals,1955.0,10.86,3800,AIR_CARGO,95.93,Normal,Carrier_E,3,533982
SCMS_65095,Los Angeles,Kenya,Air,Medical Supplies,129.0,0.72,5200,AIR_CARGO,108.39,Peak,Carrier_B,4,175825
SCMS_65111,Los Angeles,Guyana,Air,Pharmaceuticals,53.0,0.5,14200,AIR_CARGO,93.06,Normal,Carrier_C,11,79832
SCMS_65132,Chennai,Botswana,Air,Medical Supplies,48.0,0.5,7300,AIR_CARGO,86.72,Normal,Carrier_B,6,144940
SCMS_65191,Los Angeles,Tanzania,Air,Medical Supplies,234.0,1.3,4900,AIR_CARGO,97.93,Peak,Carrier_B,4,272726
SCMS_65219,Los Angeles,Zimbabwe,Air,Medical Supplies,885.0,4.92,6800,AIR_CARGO,100.22,Off_Peak,Carrier_D,5,1534907
SCMS_65235,Mumbai,Rwanda,Air,Medical Supplies,1703.0,9.46,5300,AIR_CARGO,107.03,Off_Peak,Carrier_D,4,2198195
SCMS_65238,Shanghai,Ethiopia,Air,Medical Supplies,5020.0,27.89,4100,AIR_CARGO,90.34,Normal,Carrier_D,3,6793726
SCMS_65243,Chennai,Haiti,Air,Pharmaceuticals,12.0,0.5,13500,AIR_CARGO,93.85,Normal,Carrier_E,11,38790
